Anno;Comune;Provincia;Indice di dipendenza totale (o carico sociale) x 100
1997;VALSTAGNA;VICENZA;54.56
1997;VELO D'ASTICO;VICENZA;47.15
1997;VICENZA;VICENZA;46.37
1997;VILLAGA;VICENZA;49.43
1997;VILLAVERLA;VICENZA;40.23
1997;ZANE';VICENZA;36.98
1997;ZERMEGHEDO;VICENZA;40.10
1997;ZOVENCEDO;VICENZA;43.36
1997;ZUGLIANO;VICENZA;40.54
1997;AGORDO;BELLUNO;48.11
1997;ALANO DI PIAVE;BELLUNO;58.07
1997;ALLEGHE;BELLUNO;54.93
1997;ARSIE';BELLUNO;60.84
1997;AURONZO DI CADORE;BELLUNO;45.67
1997;BELLUNO;BELLUNO;47.18
1997;BORCA DI CADORE;BELLUNO;42.44
1997;CALALZO DI CADORE;BELLUNO;43.74
1997;CASTELLO LAVAZZO;BELLUNO;45.73
1997;CENCENIGHE AGORDINO;BELLUNO;50.55
1997;CESIOMAGGIORE;BELLUNO;49.68
1997;CHIES D'ALPAGO;BELLUNO;58.69
1997;CIBIANA DI CADORE;BELLUNO;69.48
1997;COLLE SANTA LUCIA;BELLUNO;56.93
1997;COMELICO SUPERIORE;BELLUNO;50.42
1997;CORTINA D'AMPEZZO;BELLUNO;45.45
1997;DANTA DI CADORE;BELLUNO;40.00
1997;DOMEGGE DI CADORE;BELLUNO;47.65
1997;FALCADE;BELLUNO;50.84
1997;FARRA D'ALPAGO;BELLUNO;52.23
1997;FELTRE;BELLUNO;48.01
1997;FONZASO;BELLUNO;52.31
1997;CANALE D'AGORDO;BELLUNO;64.80
1997;FORNO DI ZOLDO;BELLUNO;52.29
1997;GOSALDO;BELLUNO;74.41
1997;LAMON;BELLUNO;58.70
1997;LA VALLE AGORDINA;BELLUNO;53.68
1997;LENTIAI;BELLUNO;47.15
1997;LIMANA;BELLUNO;47.28
1997;LIVINALLONGO DEL COL DI LANA;BELLUNO;54.61
1997;LONGARONE;BELLUNO;42.25
1997;LORENZAGO DI CADORE;BELLUNO;45.50
1997;LOZZO DI CADORE;BELLUNO;42.20
1997;MEL;BELLUNO;49.28
1997;OSPITALE DI CADORE;BELLUNO;50.39
1997;PEDAVENA;BELLUNO;52.67
1997;PERAROLO DI CADORE;BELLUNO;59.27
1997;PIEVE D'ALPAGO;BELLUNO;47.65
1997;PIEVE DI CADORE;BELLUNO;46.54
1997;PONTE NELLE ALPI;BELLUNO;42.76
1997;PUOS D'ALPAGO;BELLUNO;47.51
1997;QUERO;BELLUNO;46.59
1997;RIVAMONTE AGORDINO;BELLUNO;58.54
1997;ROCCA PIETORE;BELLUNO;55.58
1997;SAN GREGORIO NELLE ALPI;BELLUNO;50.92
1997;SAN NICOLO' DI COMELICO;BELLUNO;53.99
1997;SAN PIETRO DI CADORE;BELLUNO;48.28
1997;SANTA GIUSTINA;BELLUNO;46.23
1997;SAN TOMASO AGORDINO;BELLUNO;53.57
1997;SANTO STEFANO DI CADORE;BELLUNO;46.70
1997;SAN VITO DI CADORE;BELLUNO;42.19
1997;SAPPADA;BELLUNO;44.51
1997;SEDICO;BELLUNO;45.27
1997;SELVA DI CADORE;BELLUNO;57.10
1997;SEREN DEL GRAPPA;BELLUNO;56.62
1997;SOSPIROLO;BELLUNO;51.95
1997;SOVERZENE;BELLUNO;33.97
1997;SOVRAMONTE;BELLUNO;54.91
1997;TAIBON AGORDINO;BELLUNO;50.17
1997;TAMBRE;BELLUNO;51.94
1997;TRICHIANA;BELLUNO;49.97
1997;VALLADA AGORDINA;BELLUNO;59.61
1997;VALLE DI CADORE;BELLUNO;45.78
1997;VAS;BELLUNO;47.38
1997;VIGO DI CADORE;BELLUNO;45.46
1997;VODO CADORE;BELLUNO;46.71
1997;VOLTAGO AGORDINO;BELLUNO;59.87
1997;ZOLDO ALTO;BELLUNO;52.70
1997;ZOPPE' DI CADORE;BELLUNO;50.99
1997;ALTIVOLE;TREVISO;43.12
1997;ARCADE;TREVISO;38.91
1997;ASOLO;TREVISO;46.47
1997;BORSO DEL GRAPPA;TREVISO;46.62
1997;BREDA DI PIAVE;TREVISO;46.24
1997;CAERANO DI SAN MARCO;TREVISO;38.70
1997;CAPPELLA MAGGIORE;TREVISO;41.69
1997;CARBONERA;TREVISO;40.11
1997;CASALE SUL SILE;TREVISO;36.87
1997;CASIER;TREVISO;36.60
1997;CASTELCUCCO;TREVISO;40.00
1997;CASTELFRANCO VENETO;TREVISO;42.47
1997;CASTELLO DI GODEGO;TREVISO;41.85
1997;CAVASO DEL TOMBA;TREVISO;51.32
1997;CESSALTO;TREVISO;47.16
1997;CHIARANO;TREVISO;46.79
1997;CIMADOLMO;TREVISO;50.33
1997;CISON DI VALMARINO;TREVISO;49.97
1997;CODOGNE';TREVISO;45.02
1997;COLLE UMBERTO;TREVISO;43.89
1997;CONEGLIANO;TREVISO;44.86
1997;CORDIGNANO;TREVISO;46.86
1997;CORNUDA;TREVISO;46.70
1997;CRESPANO DEL GRAPPA;TREVISO;49.30
1997;CROCETTA DEL MONTELLO;TREVISO;47.17
1997;FARRA DI SOLIGO;TREVISO;48.30
1997;FOLLINA;TREVISO;45.30
1997;FONTANELLE;TREVISO;44.75
1997;FONTE;TREVISO;38.41
1997;FREGONA;TREVISO;55.90
1997;GAIARINE;TREVISO;44.46
1997;GIAVERA DEL MONTELLO;TREVISO;41.36
1997;GODEGA DI SANT'URBANO;TREVISO;48.46
1997;GORGO AL MONTICANO;TREVISO;44.67
1997;ISTRANA;TREVISO;40.75
1997;LORIA;TREVISO;43.37
1997;MANSUE';TREVISO;42.46
1997;MARENO DI PIAVE;TREVISO;42.10
1997;MASER;TREVISO;43.25
1997;MASERADA SUL PIAVE;TREVISO;41.15
1997;MEDUNA DI LIVENZA;TREVISO;43.98
1997;MIANE;TREVISO;51.28
1997;MOGLIANO VENETO;TREVISO;38.19
1997;MONASTIER DI TREVISO;TREVISO;47.01
1997;MONFUMO;TREVISO;47.07
1997;MONTEBELLUNA;TREVISO;41.93
1997;MORGANO;TREVISO;41.60
1997;MORIAGO DELLA BATTAGLIA;TREVISO;42.57
1997;MOTTA DI LIVENZA;TREVISO;44.35
1997;NERVESA DELLA BATTAGLIA;TREVISO;45.41
1997;ODERZO;TREVISO;44.08
1997;ORMELLE;TREVISO;45.41
1997;ORSAGO;TREVISO;48.18
1997;PADERNO DEL GRAPPA;TREVISO;52.81
1997;PAESE;TREVISO;37.86
1997;PEDEROBBA;TREVISO;44.53
1997;PIEVE DI SOLIGO;TREVISO;44.70
1997;PONTE DI PIAVE;TREVISO;46.41
1997;PONZANO VENETO;TREVISO;37.74
1997;PORTOBUFFOLE';TREVISO;48.70
1997;POSSAGNO;TREVISO;52.80
1997;POVEGLIANO;TREVISO;46.09
1997;PREGANZIOL;TREVISO;39.83
1997;QUINTO DI TREVISO;TREVISO;37.35
1997;REFRONTOLO;TREVISO;45.59
1997;RESANA;TREVISO;41.05
1997;REVINE LAGO;TREVISO;48.81
1997;RIESE PIO X;TREVISO;44.71
1997;RONCADE;TREVISO;40.31
1997;SALGAREDA;TREVISO;44.62
1997;SAN BIAGIO DI CALLALTA;TREVISO;41.97
1997;SAN FIOR;TREVISO;44.43
1997;SAN PIETRO DI FELETTO;TREVISO;48.22
1997;SAN POLO DI PIAVE;TREVISO;48.12
1997;SANTA LUCIA DI PIAVE;TREVISO;42.03
1997;SAN VENDEMIANO;TREVISO;43.19
1997;SAN ZENONE DEGLI EZZELINI;TREVISO;43.67
1997;SARMEDE;TREVISO;48.53
1997;SEGUSINO;TREVISO;46.49
1997;SERNAGLIA DELLA BATTAGLIA;TREVISO;43.24
1997;SILEA;TREVISO;41.08
1997;SPRESIANO;TREVISO;40.32
1997;SUSEGANA;TREVISO;39.74
1997;TARZO;TREVISO;49.64
1997;TREVIGNANO;TREVISO;38.99
1997;TREVISO;TREVISO;49.08
1997;VALDOBBIADENE;TREVISO;52.38
1997;VAZZOLA;TREVISO;47.12
1997;VEDELAGO;TREVISO;44.38
1997;VIDOR;TREVISO;45.76
1997;VILLORBA;TREVISO;38.94
1997;VITTORIO VENETO;TREVISO;50.33
1997;VOLPAGO DEL MONTELLO;TREVISO;44.61
1997;ZENSON DI PIAVE;TREVISO;44.18
1997;ZERO BRANCO;TREVISO;42.62
1997;ANNONE VENETO;CITTA' METROPOLITANA DI VENEZIA;42.71
1997;CAMPAGNA LUPIA;CITTA' METROPOLITANA DI VENEZIA;35.73
1997;CAMPOLONGO MAGGIORE;CITTA' METROPOLITANA DI VENEZIA;37.77
1997;CAMPONOGARA;CITTA' METROPOLITANA DI VENEZIA;38.35
1997;CAORLE;CITTA' METROPOLITANA DI VENEZIA;38.38
1997;CAVARZERE;CITTA' METROPOLITANA DI VENEZIA;45.37
1997;CEGGIA;CITTA' METROPOLITANA DI VENEZIA;44.33
1997;CHIOGGIA;CITTA' METROPOLITANA DI VENEZIA;38.64
1997;CINTO CAOMAGGIORE;CITTA' METROPOLITANA DI VENEZIA;42.21
1997;CONA;CITTA' METROPOLITANA DI VENEZIA;41.88
1997;CONCORDIA SAGITTARIA;CITTA' METROPOLITANA DI VENEZIA;40.17
1997;DOLO;CITTA' METROPOLITANA DI VENEZIA;39.83
1997;ERACLEA;CITTA' METROPOLITANA DI VENEZIA;42.23
1997;FIESSO D'ARTICO;CITTA' METROPOLITANA DI VENEZIA;37.82
1997;FOSSALTA DI PIAVE;CITTA' METROPOLITANA DI VENEZIA;48.76
1997;FOSSALTA DI PORTOGRUARO;CITTA' METROPOLITANA DI VENEZIA;41.58
1997;FOSSO';CITTA' METROPOLITANA DI VENEZIA;37.23
1997;GRUARO;CITTA' METROPOLITANA DI VENEZIA;47.98
1997;IESOLO;CITTA' METROPOLITANA DI VENEZIA;38.68
1997;MARCON;CITTA' METROPOLITANA DI VENEZIA;31.96
1997;MARTELLAGO;CITTA' METROPOLITANA DI VENEZIA;35.10
1997;MEOLO;CITTA' METROPOLITANA DI VENEZIA;41.25
1997;MIRA;CITTA' METROPOLITANA DI VENEZIA;37.72
1997;MIRANO;CITTA' METROPOLITANA DI VENEZIA;40.58
1997;MUSILE DI PIAVE;CITTA' METROPOLITANA DI VENEZIA;44.17
1997;NOALE;CITTA' METROPOLITANA DI VENEZIA;39.25
1997;NOVENTA DI PIAVE;CITTA' METROPOLITANA DI VENEZIA;45.15
1997;PIANIGA;CITTA' METROPOLITANA DI VENEZIA;38.02
1997;PORTOGRUARO;CITTA' METROPOLITANA DI VENEZIA;43.85
1997;PRAMAGGIORE;CITTA' METROPOLITANA DI VENEZIA;40.03
1997;QUARTO D'ALTINO;CITTA' METROPOLITANA DI VENEZIA;35.66
1997;SALZANO;CITTA' METROPOLITANA DI VENEZIA;34.93
1997;SAN DONA' DI PIAVE;CITTA' METROPOLITANA DI VENEZIA;41.82
1997;SAN MICHELE AL TAGLIAMENTO;CITTA' METROPOLITANA DI VENEZIA;40.61
1997;SANTA MARIA DI SALA;CITTA' METROPOLITANA DI VENEZIA;37.12
1997;SANTO STINO DI LIVENZA;CITTA' METROPOLITANA DI VENEZIA;42.72
1997;SCORZE';CITTA' METROPOLITANA DI VENEZIA;36.94
1997;SPINEA;CITTA' METROPOLITANA DI VENEZIA;35.71
1997;STRA;CITTA' METROPOLITANA DI VENEZIA;35.87
1997;TEGLIO VENETO;CITTA' METROPOLITANA DI VENEZIA;47.62
1997;TORRE DI MOSTO;CITTA' METROPOLITANA DI VENEZIA;44.07
1997;VENEZIA;CITTA' METROPOLITANA DI VENEZIA;46.51
1997;VENEZIA;CITTA' METROPOLITANA DI VENEZIA;46.51
1997;VIGONOVO;CITTA' METROPOLITANA DI VENEZIA;35.50
1997;ABANO TERME;PADOVA;39.17
1997;AGNA;PADOVA;46.39
1997;ALBIGNASEGO;PADOVA;35.75
1997;ANGUILLARA VENETA;PADOVA;44.74
1997;ARQUA' PETRARCA;PADOVA;42.70
1997;ARRE;PADOVA;52.91
1997;ARZERGRANDE;PADOVA;43.97
1997;BAGNOLI DI SOPRA;PADOVA;43.35
1997;BAONE;PADOVA;44.41
1997;BARBONA;PADOVA;51.77
1997;BATTAGLIA TERME;PADOVA;45.98
1997;BOARA PISANI;PADOVA;43.96
1997;BORGORICCO;PADOVA;44.25
1997;BOVOLENTA;PADOVA;44.47
1997;BRUGINE;PADOVA;40.68
1997;CADONEGHE;PADOVA;37.58
1997;CAMPODARSEGO;PADOVA;40.41
1997;CAMPODORO;PADOVA;46.07
1997;CAMPOSAMPIERO;PADOVA;46.75
1997;CAMPO SAN MARTINO;PADOVA;42.84
1997;CANDIANA;PADOVA;54.13
1997;CARCERI;PADOVA;50.50
1997;CARMIGNANO DI BRENTA;PADOVA;46.30
1997;CARTURA;PADOVA;40.87
1997;CASALE DI SCODOSIA;PADOVA;45.40
1997;CASALSERUGO;PADOVA;39.86
1997;CASTELBALDO;PADOVA;51.01
1997;CERVARESE SANTA CROCE;PADOVA;40.99
1997;CINTO EUGANEO;PADOVA;45.00
1997;CITTADELLA;PADOVA;45.77
1997;CODEVIGO;PADOVA;40.78
1997;CONSELVE;PADOVA;44.48
1997;CORREZZOLA;PADOVA;44.05
1997;CURTAROLO;PADOVA;42.78
1997;ESTE;PADOVA;45.58
1997;FONTANIVA;PADOVA;42.87
1997;GALLIERA VENETA;PADOVA;45.48
1997;GALZIGNANO TERME;PADOVA;43.79
1997;GAZZO;PADOVA;46.98
1997;GRANTORTO;PADOVA;44.16
1997;GRANZE;PADOVA;53.59
1997;LEGNARO;PADOVA;35.99
1997;LIMENA;PADOVA;39.97
1997;LOREGGIA;PADOVA;42.04
1997;LOZZO ATESTINO;PADOVA;45.25
1997;MASERA' DI PADOVA;PADOVA;38.29
1997;MASI;PADOVA;48.06
1997;MASSANZAGO;PADOVA;39.94
1997;MEGLIADINO SAN FIDENZIO;PADOVA;48.10
1997;MEGLIADINO SAN VITALE;PADOVA;53.62
1997;MERLARA;PADOVA;49.60
1997;MESTRINO;PADOVA;35.02
1997;MONSELICE;PADOVA;45.26
1997;MONTAGNANA;PADOVA;47.94
1997;MONTEGROTTO TERME;PADOVA;39.30
1997;NOVENTA PADOVANA;PADOVA;37.85
1997;OSPEDALETTO EUGANEO;PADOVA;43.48
1997;PADOVA;PADOVA;45.70
1997;PERNUMIA;PADOVA;46.07
1997;PIACENZA D'ADIGE;PADOVA;50.78
1997;PIAZZOLA SUL BRENTA;PADOVA;46.22
1997;PIOMBINO DESE;PADOVA;43.05
1997;PIOVE DI SACCO;PADOVA;39.32
1997;POLVERARA;PADOVA;41.73
1997;PONSO;PADOVA;42.16
1997;PONTELONGO;PADOVA;48.20
1997;PONTE SAN NICOLO';PADOVA;34.11
1997;POZZONOVO;PADOVA;47.80
1997;ROVOLON;PADOVA;43.98
1997;RUBANO;PADOVA;34.30
1997;SACCOLONGO;PADOVA;38.45
1997;SALETTO;PADOVA;43.46
1997;SAN GIORGIO DELLE PERTICHE;PADOVA;41.28
1997;SAN GIORGIO IN BOSCO;PADOVA;48.29
1997;SAN MARTINO DI LUPARI;PADOVA;44.41
1997;SAN PIETRO IN GU;PADOVA;44.07
1997;SAN PIETRO VIMINARIO;PADOVA;40.02
1997;SANTA GIUSTINA IN COLLE;PADOVA;43.52
1997;SANTA MARGHERITA D'ADIGE;PADOVA;49.08
1997;SANT'ANGELO DI PIOVE DI SACCO;PADOVA;34.65
1997;SANT'ELENA;PADOVA;42.25
1997;SANT'URBANO;PADOVA;47.37
1997;SAONARA;PADOVA;35.92
1997;SELVAZZANO DENTRO;PADOVA;32.58
1997;SOLESINO;PADOVA;41.81
1997;STANGHELLA;PADOVA;46.89
1997;TEOLO;PADOVA;40.08
1997;TERRASSA PADOVANA;PADOVA;49.25
1997;TOMBOLO;PADOVA;43.68
1997;TORREGLIA;PADOVA;38.90
1997;TREBASELEGHE;PADOVA;42.06
1997;TRIBANO;PADOVA;48.47
1997;URBANA;PADOVA;47.16
1997;VEGGIANO;PADOVA;38.26
1997;VESCOVANA;PADOVA;51.22
1997;VIGHIZZOLO D'ESTE;PADOVA;51.22
1997;VIGODARZERE;PADOVA;40.16
1997;VIGONZA;PADOVA;37.87
1997;VILLA DEL CONTE;PADOVA;42.16
1997;VILLA ESTENSE;PADOVA;50.73
1997;VILLAFRANCA PADOVANA;PADOVA;41.36
1997;VILLANOVA DI CAMPOSAMPIERO;PADOVA;41.64
1997;VO;PADOVA;45.40
1997;DUE CARRARE;PADOVA;40.94
1997;ADRIA;ROVIGO;48.02
1997;ARIANO NEL POLESINE;ROVIGO;52.13
1997;ARQUA' POLESINE;ROVIGO;49.95
1997;BADIA POLESINE;ROVIGO;46.78
1997;BAGNOLO DI PO;ROVIGO;55.11
1997;BERGANTINO;ROVIGO;50.36
1997;BOSARO;ROVIGO;42.62
1997;CALTO;ROVIGO;50.17
1997;CANARO;ROVIGO;47.92
1997;CANDA;ROVIGO;51.31
1997;CASTELGUGLIELMO;ROVIGO;55.56
1997;CASTELMASSA;ROVIGO;49.28
1997;CASTELNOVO BARIANO;ROVIGO;52.69
1997;CENESELLI;ROVIGO;60.30
1997;CEREGNANO;ROVIGO;46.96
1997;CORBOLA;ROVIGO;60.88
1997;COSTA DI ROVIGO;ROVIGO;48.26
1997;CRESPINO;ROVIGO;57.00
1997;FICAROLO;ROVIGO;51.48
1997;FIESSO UMBERTIANO;ROVIGO;51.34
1997;FRASSINELLE POLESINE;ROVIGO;47.97
1997;FRATTA POLESINE;ROVIGO;45.24
1997;GAIBA;ROVIGO;49.34
1997;GAVELLO;ROVIGO;54.06
1997;GIACCIANO CON BARUCHELLA;ROVIGO;53.11
1997;GUARDA VENETA;ROVIGO;51.65
1997;LENDINARA;ROVIGO;51.81
1997;LOREO;ROVIGO;42.82
1997;LUSIA;ROVIGO;43.91
1997;MELARA;ROVIGO;52.06
1997;OCCHIOBELLO;ROVIGO;36.50
1997;PAPOZZE;ROVIGO;63.54
1997;PETTORAZZA GRIMANI;ROVIGO;45.96
1997;PINCARA;ROVIGO;49.94
1997;POLESELLA;ROVIGO;46.86
1997;PONTECCHIO POLESINE;ROVIGO;45.01
1997;PORTO TOLLE;ROVIGO;40.27
1997;ROSOLINA;ROVIGO;40.11
1997;ROVIGO;ROVIGO;45.22
1997;SALARA;ROVIGO;52.67
1997;SAN BELLINO;ROVIGO;55.34
1997;SAN MARTINO DI VENEZZE;ROVIGO;47.08
1997;STIENTA;ROVIGO;48.88
1997;TAGLIO DI PO;ROVIGO;45.91
1997;TRECENTA;ROVIGO;60.00
1997;VILLADOSE;ROVIGO;44.41
1997;VILLAMARZANA;ROVIGO;52.78
1997;VILLANOVA DEL GHEBBO;ROVIGO;44.07
1997;VILLANOVA MARCHESANA;ROVIGO;60.48
1997;PORTO VIRO;ROVIGO;43.49
1998;AFFI;VERONA;44.41
1998;ALBAREDO D'ADIGE;VERONA;49.61
1998;ANGIARI;VERONA;47.41
1998;ARCOLE;VERONA;43.30
1998;BADIA CALAVENA;VERONA;47.02
1998;BARDOLINO;VERONA;44.49
1998;BELFIORE;VERONA;42.92
1998;BEVILACQUA;VERONA;47.55
1998;BONAVIGO;VERONA;48.75
1998;BOSCHI SANT'ANNA;VERONA;46.62
1998;BOSCO CHIESANUOVA;VERONA;47.01
1998;BOVOLONE;VERONA;39.57
1998;BRENTINO BELLUNO;VERONA;49.37
1998;BRENZONE;VERONA;61.92
1998;BUSSOLENGO;VERONA;37.02
1998;BUTTAPIETRA;VERONA;38.97
1998;CALDIERO;VERONA;44.19
1998;CAPRINO VERONESE;VERONA;47.39
1998;CASALEONE;VERONA;45.33
1998;CASTAGNARO;VERONA;50.29
1998;CASTEL D'AZZANO;VERONA;35.21
1998;CASTELNUOVO DEL GARDA;VERONA;46.10
1998;CAVAION VERONESE;VERONA;42.36
1998;CAZZANO DI TRAMIGNA;VERONA;55.58
1998;CEREA;VERONA;44.72
1998;CERRO VERONESE;VERONA;44.02
1998;COLOGNA VENETA;VERONA;53.06
1998;COLOGNOLA AI COLLI;VERONA;41.34
1998;CONCAMARISE;VERONA;45.73
1998;COSTERMANO SUL GARDA;VERONA;44.83
1998;DOLCE';VERONA;46.39
1998;ERBE';VERONA;49.30
1998;ERBEZZO;VERONA;62.32
1998;FERRARA DI MONTE BALDO;VERONA;51.49
1998;FUMANE;VERONA;45.86
1998;GARDA;VERONA;45.15
1998;GAZZO VERONESE;VERONA;48.57
1998;GREZZANA;VERONA;44.76
1998;ILLASI;VERONA;46.93
1998;ISOLA DELLA SCALA;VERONA;47.68
1998;ISOLA RIZZA;VERONA;45.95
1998;LAVAGNO;VERONA;39.25
1998;LAZISE;VERONA;43.94
1998;LEGNAGO;VERONA;46.25
1998;MALCESINE;VERONA;47.24
1998;MARANO DI VALPOLICELLA;VERONA;47.97
1998;MEZZANE DI SOTTO;VERONA;60.66
1998;MINERBE;VERONA;51.75
1998;MONTECCHIA DI CROSARA;VERONA;42.61
1998;MONTEFORTE D'ALPONE;VERONA;47.41
1998;MOZZECANE;VERONA;42.54
1998;NEGRAR;VERONA;40.50
1998;NOGARA;VERONA;46.31
1998;NOGAROLE ROCCA;VERONA;46.09
1998;OPPEANO;VERONA;44.43
1998;PALU';VERONA;46.87
1998;PASTRENGO;VERONA;40.30
1998;PESCANTINA;VERONA;43.42
1998;PESCHIERA DEL GARDA;VERONA;45.24
1998;POVEGLIANO VERONESE;VERONA;41.81
1998;PRESSANA;VERONA;46.21
1998;RIVOLI VERONESE;VERONA;43.33
1998;RONCA';VERONA;48.35
1998;RONCO ALL'ADIGE;VERONA;51.68
1998;ROVERCHIARA;VERONA;49.16
1998;ROVEREDO DI GUA';VERONA;55.48
1998;ROVERE' VERONESE;VERONA;53.50
1998;SALIZZOLE;VERONA;45.86
1998;SAN BONIFACIO;VERONA;41.44
1998;SAN GIOVANNI ILARIONE;VERONA;44.58
1998;SAN GIOVANNI LUPATOTO;VERONA;42.87
1998;SANGUINETTO;VERONA;45.39
1998;SAN MARTINO BUON ALBERGO;VERONA;40.66
1998;SAN MAURO DI SALINE;VERONA;62.06
1998;SAN PIETRO DI MORUBIO;VERONA;47.63
1998;SAN PIETRO IN CARIANO;VERONA;41.52
1998;SANT'AMBROGIO DI VALPOLICELLA;VERONA;45.97
1998;SANT'ANNA D'ALFAEDO;VERONA;52.64
1998;SAN ZENO DI MONTAGNA;VERONA;47.80
1998;SELVA DI PROGNO;VERONA;58.05
1998;SOAVE;VERONA;47.50
1998;SOMMACAMPAGNA;VERONA;42.45
1998;SONA;VERONA;40.10
1998;SORGA';VERONA;50.17
1998;TERRAZZO;VERONA;53.14
1998;TORRI DEL BENACO;VERONA;49.69
1998;TREGNAGO;VERONA;50.41
1998;TREVENZUOLO;VERONA;45.89
1998;VALEGGIO SUL MINCIO;VERONA;42.81
1998;VELO VERONESE;VERONA;58.61
1998;VERONA;VERONA;48.05
1998;VERONELLA;VERONA;45.71
1998;VESTENANOVA;VERONA;57.51
1998;VIGASIO;VERONA;43.54
1998;VILLA BARTOLOMEA;VERONA;51.92
1998;VILLAFRANCA DI VERONA;VERONA;43.30
1998;ZEVIO;VERONA;43.07
1998;ZIMELLA;VERONA;46.68
1998;AGUGLIARO;VICENZA;41.99
1998;ALBETTONE;VICENZA;50.30
1998;ALONTE;VICENZA;45.14
1998;ALTAVILLA VICENTINA;VICENZA;35.11
1998;ALTISSIMO;VICENZA;46.64
1998;ARCUGNANO;VICENZA;41.28
1998;ARSIERO;VICENZA;49.14
1998;ARZIGNANO;VICENZA;45.03
1998;ASIAGO;VICENZA;52.48
1998;ASIGLIANO VENETO;VICENZA;47.85
1998;BARBARANO VICENTINO;VICENZA;47.01
1998;BASSANO DEL GRAPPA;VICENZA;46.76
1998;BOLZANO VICENTINO;VICENZA;41.12
1998;BREGANZE;VICENZA;49.77
1998;BRENDOLA;VICENZA;41.03
1998;BRESSANVIDO;VICENZA;45.07
1998;BROGLIANO;VICENZA;41.26
1998;CALDOGNO;VICENZA;37.15
1998;CALTRANO;VICENZA;44.49
1998;CALVENE;VICENZA;43.42
1998;CAMISANO VICENTINO;VICENZA;44.62
1998;CAMPIGLIA DEI BERICI;VICENZA;47.53
1998;CAMPOLONGO SUL BRENTA;VICENZA;43.61
1998;CARRE';VICENZA;41.87
1998;CARTIGLIANO;VICENZA;46.51
1998;CASSOLA;VICENZA;40.83
1998;CASTEGNERO;VICENZA;39.95
1998;CASTELGOMBERTO;VICENZA;42.66
1998;CHIAMPO;VICENZA;40.98
1998;CHIUPPANO;VICENZA;44.07
1998;CISMON DEL GRAPPA;VICENZA;58.68
1998;COGOLLO DEL CENGIO;VICENZA;46.64
1998;CONCO;VICENZA;50.10
1998;CORNEDO VICENTINO;VICENZA;41.61
1998;COSTABISSARA;VICENZA;38.61
1998;CREAZZO;VICENZA;37.20
1998;CRESPADORO;VICENZA;47.03
1998;DUEVILLE;VICENZA;42.93
1998;ENEGO;VICENZA;65.00
1998;FARA VICENTINO;VICENZA;43.47
1998;FOZA;VICENZA;49.90
1998;GALLIO;VICENZA;47.42
1998;GAMBELLARA;VICENZA;42.40
1998;GAMBUGLIANO;VICENZA;49.71
1998;GRANCONA;VICENZA;42.74
1998;GRISIGNANO DI ZOCCO;VICENZA;42.32
1998;GRUMOLO DELLE ABBADESSE;VICENZA;41.37
1998;ISOLA VICENTINA;VICENZA;45.48
1998;LAGHI;VICENZA;87.50
1998;LASTEBASSE;VICENZA;85.29
1998;LONGARE;VICENZA;42.03
1998;LONIGO;VICENZA;46.01
1998;LUGO DI VICENZA;VICENZA;45.42
1998;LUSIANA;VICENZA;55.09
1998;MALO;VICENZA;40.31
1998;MARANO VICENTINO;VICENZA;41.02
1998;MAROSTICA;VICENZA;44.78
1998;MASON VICENTINO;VICENZA;47.03
1998;MOLVENA;VICENZA;45.42
1998;MONTEBELLO VICENTINO;VICENZA;43.95
1998;MONTECCHIO MAGGIORE;VICENZA;38.83
1998;MONTECCHIO PRECALCINO;VICENZA;41.53
1998;MONTE DI MALO;VICENZA;47.40
1998;MONTEGALDA;VICENZA;44.80
1998;MONTEGALDELLA;VICENZA;40.81
1998;MONTEVIALE;VICENZA;35.90
1998;MONTICELLO CONTE OTTO;VICENZA;36.91
1998;MONTORSO VICENTINO;VICENZA;40.68
1998;MOSSANO;VICENZA;64.01
1998;MUSSOLENTE;VICENZA;42.16
1998;NANTO;VICENZA;43.25
1998;NOGAROLE VICENTINO;VICENZA;57.36
1998;NOVE;VICENZA;41.63
1998;NOVENTA VICENTINA;VICENZA;44.38
1998;ORGIANO;VICENZA;45.30
1998;PEDEMONTE;VICENZA;52.52
1998;PIANEZZE;VICENZA;38.81
1998;PIOVENE ROCCHETTE;VICENZA;43.14
1998;POIANA MAGGIORE;VICENZA;46.31
1998;POSINA;VICENZA;62.67
1998;POVE DEL GRAPPA;VICENZA;43.29
1998;POZZOLEONE;VICENZA;43.84
1998;QUINTO VICENTINO;VICENZA;39.55
1998;RECOARO TERME;VICENZA;45.70
1998;ROANA;VICENZA;56.73
1998;ROMANO D'EZZELINO;VICENZA;37.83
1998;ROSA';VICENZA;44.05
1998;ROSSANO VENETO;VICENZA;43.99
1998;ROTZO;VICENZA;48.72
1998;SALCEDO;VICENZA;45.81
1998;SANDRIGO;VICENZA;47.37
1998;SAN GERMANO DEI BERICI;VICENZA;41.96
1998;SAN NAZARIO;VICENZA;45.97
1998;SAN PIETRO MUSSOLINO;VICENZA;36.77
1998;SANTORSO;VICENZA;41.37
1998;SAN VITO DI LEGUZZANO;VICENZA;46.28
1998;SARCEDO;VICENZA;42.27
1998;SAREGO;VICENZA;43.00
1998;SCHIAVON;VICENZA;45.32
1998;SCHIO;VICENZA;47.92
1998;SOLAGNA;VICENZA;50.49
1998;SOSSANO;VICENZA;46.42
