Anno;Comune;Provincia;Indice di dipendenza totale (o carico sociale) x 100
2002;SANT'ELENA;PADOVA;40.81
2002;SANT'URBANO;PADOVA;51.02
2002;SAONARA;PADOVA;41.49
2002;SELVAZZANO DENTRO;PADOVA;40.19
2002;SOLESINO;PADOVA;46.00
2002;STANGHELLA;PADOVA;49.38
2002;TEOLO;PADOVA;44.99
2002;TERRASSA PADOVANA;PADOVA;47.82
2002;TOMBOLO;PADOVA;45.59
2002;TORREGLIA;PADOVA;39.96
2002;TREBASELEGHE;PADOVA;44.44
2002;TRIBANO;PADOVA;49.62
2002;URBANA;PADOVA;49.97
2002;VEGGIANO;PADOVA;40.88
2002;VESCOVANA;PADOVA;57.77
2002;VIGHIZZOLO D'ESTE;PADOVA;57.22
2002;VIGODARZERE;PADOVA;43.99
2002;VIGONZA;PADOVA;43.61
2002;VILLA DEL CONTE;PADOVA;45.17
2002;VILLA ESTENSE;PADOVA;52.01
2002;VILLAFRANCA PADOVANA;PADOVA;44.48
2002;VILLANOVA DI CAMPOSAMPIERO;PADOVA;43.56
2002;VO;PADOVA;50.80
2002;DUE CARRARE;PADOVA;41.78
2002;ADRIA;ROVIGO;50.74
2002;ARIANO NEL POLESINE;ROVIGO;55.24
2002;ARQUA' POLESINE;ROVIGO;52.25
2002;BADIA POLESINE;ROVIGO;47.29
2002;BAGNOLO DI PO;ROVIGO;60.32
2002;BERGANTINO;ROVIGO;53.54
2002;BOSARO;ROVIGO;47.11
2002;CALTO;ROVIGO;54.20
2002;CANARO;ROVIGO;48.40
2002;CANDA;ROVIGO;54.04
2002;CASTELGUGLIELMO;ROVIGO;50.47
2002;CASTELMASSA;ROVIGO;56.26
2002;CASTELNOVO BARIANO;ROVIGO;55.83
2002;CENESELLI;ROVIGO;62.32
2002;CEREGNANO;ROVIGO;48.14
2002;CORBOLA;ROVIGO;60.33
2002;COSTA DI ROVIGO;ROVIGO;51.97
2002;CRESPINO;ROVIGO;62.59
2002;FICAROLO;ROVIGO;53.89
2002;FIESSO UMBERTIANO;ROVIGO;49.87
2002;FRASSINELLE POLESINE;ROVIGO;53.38
2002;FRATTA POLESINE;ROVIGO;47.78
2002;GAIBA;ROVIGO;52.72
2002;GAVELLO;ROVIGO;58.98
2002;GIACCIANO CON BARUCHELLA;ROVIGO;55.89
2002;GUARDA VENETA;ROVIGO;56.56
2002;LENDINARA;ROVIGO;54.12
2002;LOREO;ROVIGO;46.61
2002;LUSIA;ROVIGO;45.30
2002;MELARA;ROVIGO;53.61
2002;OCCHIOBELLO;ROVIGO;39.42
2002;PAPOZZE;ROVIGO;65.95
2002;PETTORAZZA GRIMANI;ROVIGO;50.35
2002;PINCARA;ROVIGO;50.00
2002;POLESELLA;ROVIGO;46.11
2002;PONTECCHIO POLESINE;ROVIGO;46.03
2002;PORTO TOLLE;ROVIGO;44.60
2002;ROSOLINA;ROVIGO;42.50
2002;ROVIGO;ROVIGO;47.27
2002;SALARA;ROVIGO;53.42
2002;SAN BELLINO;ROVIGO;57.35
2002;SAN MARTINO DI VENEZZE;ROVIGO;50.35
2002;STIENTA;ROVIGO;49.88
2002;TAGLIO DI PO;ROVIGO;48.10
2002;TRECENTA;ROVIGO;65.39
2002;VILLADOSE;ROVIGO;44.07
2002;VILLAMARZANA;ROVIGO;52.49
2002;VILLANOVA DEL GHEBBO;ROVIGO;47.35
2002;VILLANOVA MARCHESANA;ROVIGO;68.27
2002;PORTO VIRO;ROVIGO;47.45
2003;AFFI;VERONA;42.66
2003;ALBAREDO D'ADIGE;VERONA;50.97
2003;ANGIARI;VERONA;48.34
2003;ARCOLE;VERONA;46.63
2003;BADIA CALAVENA;VERONA;44.50
2003;BARDOLINO;VERONA;50.54
2003;BELFIORE;VERONA;47.17
2003;BEVILACQUA;VERONA;46.80
2003;BONAVIGO;VERONA;50.31
2003;BOSCHI SANT'ANNA;VERONA;45.04
2003;BOSCO CHIESANUOVA;VERONA;49.55
2003;BOVOLONE;VERONA;43.90
2003;BRENTINO BELLUNO;VERONA;47.12
2003;BRENZONE;VERONA;61.18
2003;BUSSOLENGO;VERONA;41.74
2003;BUTTAPIETRA;VERONA;41.55
2003;CALDIERO;VERONA;46.79
2003;CAPRINO VERONESE;VERONA;48.10
2003;CASALEONE;VERONA;46.74
2003;CASTAGNARO;VERONA;52.01
2003;CASTEL D'AZZANO;VERONA;40.06
2003;CASTELNUOVO DEL GARDA;VERONA;47.36
2003;CAVAION VERONESE;VERONA;43.47
2003;CAZZANO DI TRAMIGNA;VERONA;61.02
2003;CEREA;VERONA;47.69
2003;CERRO VERONESE;VERONA;47.26
2003;COLOGNA VENETA;VERONA;56.46
2003;COLOGNOLA AI COLLI;VERONA;43.48
2003;CONCAMARISE;VERONA;45.83
2003;COSTERMANO SUL GARDA;VERONA;41.75
2003;DOLCE';VERONA;45.55
2003;ERBE';VERONA;51.13
2003;ERBEZZO;VERONA;56.50
2003;FERRARA DI MONTE BALDO;VERONA;67.69
2003;FUMANE;VERONA;46.39
2003;GARDA;VERONA;47.28
2003;GAZZO VERONESE;VERONA;49.84
2003;GREZZANA;VERONA;45.10
2003;ILLASI;VERONA;48.28
2003;ISOLA DELLA SCALA;VERONA;47.27
2003;ISOLA RIZZA;VERONA;48.11
2003;LAVAGNO;VERONA;42.57
2003;LAZISE;VERONA;49.16
2003;LEGNAGO;VERONA;51.65
2003;MALCESINE;VERONA;52.09
2003;MARANO DI VALPOLICELLA;VERONA;51.96
2003;MEZZANE DI SOTTO;VERONA;55.38
2003;MINERBE;VERONA;52.06
2003;MONTECCHIA DI CROSARA;VERONA;45.27
2003;MONTEFORTE D'ALPONE;VERONA;50.32
2003;MOZZECANE;VERONA;43.04
2003;NEGRAR;VERONA;45.77
2003;NOGARA;VERONA;48.57
2003;NOGAROLE ROCCA;VERONA;49.25
2003;OPPEANO;VERONA;43.67
2003;PALU';VERONA;45.91
2003;PASTRENGO;VERONA;47.20
2003;PESCANTINA;VERONA;46.10
2003;PESCHIERA DEL GARDA;VERONA;51.43
2003;POVEGLIANO VERONESE;VERONA;43.78
2003;PRESSANA;VERONA;46.30
2003;RIVOLI VERONESE;VERONA;47.06
2003;RONCA';VERONA;47.83
2003;RONCO ALL'ADIGE;VERONA;55.83
2003;ROVERCHIARA;VERONA;48.28
2003;ROVEREDO DI GUA';VERONA;52.84
2003;ROVERE' VERONESE;VERONA;51.70
2003;SALIZZOLE;VERONA;44.72
2003;SAN BONIFACIO;VERONA;45.39
2003;SAN GIOVANNI ILARIONE;VERONA;42.97
2003;SAN GIOVANNI LUPATOTO;VERONA;47.34
2003;SANGUINETTO;VERONA;48.99
2003;SAN MARTINO BUON ALBERGO;VERONA;44.88
2003;SAN MAURO DI SALINE;VERONA;59.17
2003;SAN PIETRO DI MORUBIO;VERONA;47.79
2003;SAN PIETRO IN CARIANO;VERONA;48.41
2003;SANT'AMBROGIO DI VALPOLICELLA;VERONA;48.93
2003;SANT'ANNA D'ALFAEDO;VERONA;52.79
2003;SAN ZENO DI MONTAGNA;VERONA;49.08
2003;SELVA DI PROGNO;VERONA;56.69
2003;SOAVE;VERONA;46.84
2003;SOMMACAMPAGNA;VERONA;44.51
2003;SONA;VERONA;41.76
2003;SORGA';VERONA;48.71
2003;TERRAZZO;VERONA;57.48
2003;TORRI DEL BENACO;VERONA;49.70
2003;TREGNAGO;VERONA;53.03
2003;TREVENZUOLO;VERONA;44.75
2003;VALEGGIO SUL MINCIO;VERONA;45.19
2003;VELO VERONESE;VERONA;54.84
2003;VERONA;VERONA;52.04
2003;VERONELLA;VERONA;45.74
2003;VESTENANOVA;VERONA;50.84
2003;VIGASIO;VERONA;44.27
2003;VILLA BARTOLOMEA;VERONA;53.08
2003;VILLAFRANCA DI VERONA;VERONA;46.62
2003;ZEVIO;VERONA;45.82
2003;ZIMELLA;VERONA;46.73
2003;AGUGLIARO;VICENZA;39.36
2003;ALBETTONE;VICENZA;49.45
2003;ALONTE;VICENZA;44.07
2003;ALTAVILLA VICENTINA;VICENZA;38.57
2003;ALTISSIMO;VICENZA;46.82
2003;ARCUGNANO;VICENZA;43.27
2003;ARSIERO;VICENZA;51.41
2003;ARZIGNANO;VICENZA;48.48
2003;ASIAGO;VICENZA;52.58
2003;ASIGLIANO VENETO;VICENZA;49.42
2003;BARBARANO VICENTINO;VICENZA;52.39
2003;BASSANO DEL GRAPPA;VICENZA;51.32
2003;BOLZANO VICENTINO;VICENZA;42.82
2003;BREGANZE;VICENZA;48.58
2003;BRENDOLA;VICENZA;46.06
2003;BRESSANVIDO;VICENZA;45.33
2003;BROGLIANO;VICENZA;45.75
2003;CALDOGNO;VICENZA;40.32
2003;CALTRANO;VICENZA;44.10
2003;CALVENE;VICENZA;44.94
2003;CAMISANO VICENTINO;VICENZA;46.78
2003;CAMPIGLIA DEI BERICI;VICENZA;49.11
2003;CAMPOLONGO SUL BRENTA;VICENZA;46.29
2003;CARRE';VICENZA;45.03
2003;CARTIGLIANO;VICENZA;48.13
2003;CASSOLA;VICENZA;43.09
2003;CASTEGNERO;VICENZA;43.42
2003;CASTELGOMBERTO;VICENZA;44.44
2003;CHIAMPO;VICENZA;42.53
2003;CHIUPPANO;VICENZA;48.75
2003;CISMON DEL GRAPPA;VICENZA;62.25
2003;COGOLLO DEL CENGIO;VICENZA;45.86
2003;CONCO;VICENZA;54.79
2003;CORNEDO VICENTINO;VICENZA;45.62
2003;COSTABISSARA;VICENZA;41.44
2003;CREAZZO;VICENZA;42.75
2003;CRESPADORO;VICENZA;52.02
2003;DUEVILLE;VICENZA;46.53
2003;ENEGO;VICENZA;68.61
2003;FARA VICENTINO;VICENZA;44.37
2003;FOZA;VICENZA;48.47
2003;GALLIO;VICENZA;48.44
2003;GAMBELLARA;VICENZA;46.83
2003;GAMBUGLIANO;VICENZA;43.85
2003;GRANCONA;VICENZA;42.00
2003;GRISIGNANO DI ZOCCO;VICENZA;44.55
2003;GRUMOLO DELLE ABBADESSE;VICENZA;44.22
2003;ISOLA VICENTINA;VICENZA;47.32
2003;LAGHI;VICENZA;77.03
2003;LASTEBASSE;VICENZA;93.70
2003;LONGARE;VICENZA;45.15
2003;LONIGO;VICENZA;46.46
2003;LUGO DI VICENZA;VICENZA;50.65
2003;LUSIANA;VICENZA;56.74
2003;MALO;VICENZA;44.17
2003;MARANO VICENTINO;VICENZA;45.60
2003;MAROSTICA;VICENZA;49.46
2003;MASON VICENTINO;VICENZA;50.69
2003;MOLVENA;VICENZA;46.64
2003;MONTEBELLO VICENTINO;VICENZA;43.91
2003;MONTECCHIO MAGGIORE;VICENZA;44.02
2003;MONTECCHIO PRECALCINO;VICENZA;47.04
2003;MONTE DI MALO;VICENZA;48.55
2003;MONTEGALDA;VICENZA;48.40
2003;MONTEGALDELLA;VICENZA;40.73
2003;MONTEVIALE;VICENZA;44.37
2003;MONTICELLO CONTE OTTO;VICENZA;40.33
2003;MONTORSO VICENTINO;VICENZA;44.83
2003;MOSSANO;VICENZA;60.49
2003;MUSSOLENTE;VICENZA;43.90
2003;NANTO;VICENZA;44.29
2003;NOGAROLE VICENTINO;VICENZA;47.06
2003;NOVE;VICENZA;47.60
2003;NOVENTA VICENTINA;VICENZA;47.69
2003;ORGIANO;VICENZA;50.83
2003;PEDEMONTE;VICENZA;61.14
2003;PIANEZZE;VICENZA;42.85
2003;PIOVENE ROCCHETTE;VICENZA;48.28
2003;POIANA MAGGIORE;VICENZA;47.76
2003;POSINA;VICENZA;64.40
2003;POVE DEL GRAPPA;VICENZA;47.04
2003;POZZOLEONE;VICENZA;48.71
2003;QUINTO VICENTINO;VICENZA;40.60
2003;RECOARO TERME;VICENZA;51.81
2003;ROANA;VICENZA;54.69
2003;ROMANO D'EZZELINO;VICENZA;41.02
2003;ROSA';VICENZA;45.63
2003;ROSSANO VENETO;VICENZA;48.48
2003;ROTZO;VICENZA;48.36
2003;SALCEDO;VICENZA;47.33
2003;SANDRIGO;VICENZA;50.91
2003;SAN GERMANO DEI BERICI;VICENZA;42.43
2003;SAN NAZARIO;VICENZA;44.70
2003;SAN PIETRO MUSSOLINO;VICENZA;40.20
2003;SANTORSO;VICENZA;47.74
2003;SAN VITO DI LEGUZZANO;VICENZA;47.23
2003;SARCEDO;VICENZA;43.51
2003;SAREGO;VICENZA;42.14
2003;SCHIAVON;VICENZA;47.62
2003;SCHIO;VICENZA;52.87
2003;SOLAGNA;VICENZA;49.83
2003;SOSSANO;VICENZA;49.49
2003;SOVIZZO;VICENZA;40.10
2003;TEZZE SUL BRENTA;VICENZA;43.06
2003;THIENE;VICENZA;48.45
2003;TONEZZA DEL CIMONE;VICENZA;66.58
2003;TORREBELVICINO;VICENZA;49.31
2003;TORRI DI QUARTESOLO;VICENZA;42.22
2003;TRISSINO;VICENZA;42.90
2003;VALDAGNO;VICENZA;52.44
2003;VALDASTICO;VICENZA;59.25
2003;VALLI DEL PASUBIO;VICENZA;55.94
2003;VALSTAGNA;VICENZA;57.77
2003;VELO D'ASTICO;VICENZA;50.13
2003;VICENZA;VICENZA;51.82
2003;VILLAGA;VICENZA;49.15
2003;VILLAVERLA;VICENZA;41.40
2003;ZANE';VICENZA;40.43
2003;ZERMEGHEDO;VICENZA;47.03
2003;ZOVENCEDO;VICENZA;52.89
2003;ZUGLIANO;VICENZA;46.53
2003;AGORDO;BELLUNO;50.80
2003;ALANO DI PIAVE;BELLUNO;53.37
2003;ALLEGHE;BELLUNO;57.56
2003;ARSIE';BELLUNO;59.32
2003;AURONZO DI CADORE;BELLUNO;52.89
2003;BELLUNO;BELLUNO;51.22
2003;BORCA DI CADORE;BELLUNO;50.47
2003;CALALZO DI CADORE;BELLUNO;49.33
2003;CASTELLO LAVAZZO;BELLUNO;49.87
2003;CENCENIGHE AGORDINO;BELLUNO;46.99
2003;CESIOMAGGIORE;BELLUNO;53.99
2003;CHIES D'ALPAGO;BELLUNO;56.64
2003;CIBIANA DI CADORE;BELLUNO;75.95
2003;COLLE SANTA LUCIA;BELLUNO;59.07
2003;COMELICO SUPERIORE;BELLUNO;57.83
2003;CORTINA D'AMPEZZO;BELLUNO;57.00
2003;DANTA DI CADORE;BELLUNO;43.54
2003;DOMEGGE DI CADORE;BELLUNO;50.84
2003;FALCADE;BELLUNO;58.51
2003;FARRA D'ALPAGO;BELLUNO;51.28
2003;FELTRE;BELLUNO;51.92
2003;FONZASO;BELLUNO;52.43
2003;CANALE D'AGORDO;BELLUNO;66.85
2003;FORNO DI ZOLDO;BELLUNO;51.45
2003;GOSALDO;BELLUNO;65.52
2003;LAMON;BELLUNO;61.58
2003;LA VALLE AGORDINA;BELLUNO;49.63
2003;LENTIAI;BELLUNO;53.41
2003;LIMANA;BELLUNO;47.22
2003;LIVINALLONGO DEL COL DI LANA;BELLUNO;55.10
2003;LONGARONE;BELLUNO;48.11
2003;LORENZAGO DI CADORE;BELLUNO;41.34
2003;LOZZO DI CADORE;BELLUNO;51.89
2003;MEL;BELLUNO;52.31
2003;OSPITALE DI CADORE;BELLUNO;49.39
2003;PEDAVENA;BELLUNO;53.95
2003;PERAROLO DI CADORE;BELLUNO;53.75
2003;PIEVE D'ALPAGO;BELLUNO;49.08
2003;PIEVE DI CADORE;BELLUNO;51.14
2003;PONTE NELLE ALPI;BELLUNO;45.60
2003;PUOS D'ALPAGO;BELLUNO;49.81
2003;QUERO;BELLUNO;49.47
2003;RIVAMONTE AGORDINO;BELLUNO;62.83
2003;ROCCA PIETORE;BELLUNO;53.52
2003;SAN GREGORIO NELLE ALPI;BELLUNO;56.08
2003;SAN NICOLO' DI COMELICO;BELLUNO;52.52
2003;SAN PIETRO DI CADORE;BELLUNO;47.10
2003;SANTA GIUSTINA;BELLUNO;49.52
2003;SAN TOMASO AGORDINO;BELLUNO;62.68
2003;SANTO STEFANO DI CADORE;BELLUNO;45.67
2003;SAN VITO DI CADORE;BELLUNO;48.89
2003;SAPPADA;BELLUNO;42.23
2003;SEDICO;BELLUNO;47.50
2003;SELVA DI CADORE;BELLUNO;49.86
2003;SEREN DEL GRAPPA;BELLUNO;55.17
2003;SOSPIROLO;BELLUNO;51.89
2003;SOVERZENE;BELLUNO;44.33
2003;SOVRAMONTE;BELLUNO;54.02
2003;TAIBON AGORDINO;BELLUNO;48.58
2003;TAMBRE;BELLUNO;53.14
2003;TRICHIANA;BELLUNO;49.57
2003;VALLADA AGORDINA;BELLUNO;65.69
2003;VALLE DI CADORE;BELLUNO;48.45
2003;VAS;BELLUNO;41.79
2003;VIGO DI CADORE;BELLUNO;48.82
2003;VODO CADORE;BELLUNO;44.58
2003;VOLTAGO AGORDINO;BELLUNO;62.19
2003;ZOLDO ALTO;BELLUNO;53.62
2003;ZOPPE' DI CADORE;BELLUNO;51.78
2003;ALTIVOLE;TREVISO;42.18
2003;ARCADE;TREVISO;42.12
2003;ASOLO;TREVISO;47.28
2003;BORSO DEL GRAPPA;TREVISO;47.77
2003;BREDA DI PIAVE;TREVISO;47.55
2003;CAERANO DI SAN MARCO;TREVISO;41.72
2003;CAPPELLA MAGGIORE;TREVISO;47.73
2003;CARBONERA;TREVISO;43.41
2003;CASALE SUL SILE;TREVISO;39.50
2003;CASIER;TREVISO;40.98
2003;CASTELCUCCO;TREVISO;40.45
2003;CASTELFRANCO VENETO;TREVISO;46.24
2003;CASTELLO DI GODEGO;TREVISO;41.43
2003;CAVASO DEL TOMBA;TREVISO;53.87
2003;CESSALTO;TREVISO;51.83
2003;CHIARANO;TREVISO;43.84
2003;CIMADOLMO;TREVISO;50.04
2003;CISON DI VALMARINO;TREVISO;52.66
2003;CODOGNE';TREVISO;47.54
2003;COLLE UMBERTO;TREVISO;46.31
2003;CONEGLIANO;TREVISO;49.90
2003;CORDIGNANO;TREVISO;48.67
2003;CORNUDA;TREVISO;50.76
2003;CRESPANO DEL GRAPPA;TREVISO;55.45
2003;CROCETTA DEL MONTELLO;TREVISO;48.21
2003;FARRA DI SOLIGO;TREVISO;52.99
2003;FOLLINA;TREVISO;48.70
2003;FONTANELLE;TREVISO;46.29
2003;FONTE;TREVISO;43.55
2003;FREGONA;TREVISO;49.09
2003;GAIARINE;TREVISO;48.40
2003;GIAVERA DEL MONTELLO;TREVISO;43.20
2003;GODEGA DI SANT'URBANO;TREVISO;51.20
2003;GORGO AL MONTICANO;TREVISO;43.04
2003;ISTRANA;TREVISO;42.85
2003;LORIA;TREVISO;43.67
2003;MANSUE';TREVISO;44.02
2003;MARENO DI PIAVE;TREVISO;45.13
2003;MASER;TREVISO;44.57
2003;MASERADA SUL PIAVE;TREVISO;44.90
2003;MEDUNA DI LIVENZA;TREVISO;50.91
2003;MIANE;TREVISO;48.61
2003;MOGLIANO VENETO;TREVISO;45.30
2003;MONASTIER DI TREVISO;TREVISO;47.23
2003;MONFUMO;TREVISO;46.52
2003;MONTEBELLUNA;TREVISO;46.56
2003;MORGANO;TREVISO;41.88
2003;MORIAGO DELLA BATTAGLIA;TREVISO;49.70
2003;MOTTA DI LIVENZA;TREVISO;44.92
2003;NERVESA DELLA BATTAGLIA;TREVISO;49.76
2003;ODERZO;TREVISO;48.84
2003;ORMELLE;TREVISO;48.71
2003;ORSAGO;TREVISO;52.39
2003;PADERNO DEL GRAPPA;TREVISO;51.42
2003;PAESE;TREVISO;39.94
2003;PEDEROBBA;TREVISO;46.85
2003;PIEVE DI SOLIGO;TREVISO;48.89
2003;PONTE DI PIAVE;TREVISO;47.60
2003;PONZANO VENETO;TREVISO;39.73
2003;PORTOBUFFOLE';TREVISO;43.38
2003;POSSAGNO;TREVISO;51.41
2003;POVEGLIANO;TREVISO;45.52
2003;PREGANZIOL;TREVISO;43.82
2003;QUINTO DI TREVISO;TREVISO;41.63
2003;REFRONTOLO;TREVISO;48.64
2003;RESANA;TREVISO;41.32
2003;REVINE LAGO;TREVISO;49.55
2003;RIESE PIO X;TREVISO;42.59
2003;RONCADE;TREVISO;44.06
2003;SALGAREDA;TREVISO;44.30
2003;SAN BIAGIO DI CALLALTA;TREVISO;45.59
2003;SAN FIOR;TREVISO;48.32
2003;SAN PIETRO DI FELETTO;TREVISO;50.96
2003;SAN POLO DI PIAVE;TREVISO;48.95
2003;SANTA LUCIA DI PIAVE;TREVISO;45.48
2003;SAN VENDEMIANO;TREVISO;47.51
2003;SAN ZENONE DEGLI EZZELINI;TREVISO;43.22
2003;SARMEDE;TREVISO;49.53
2003;SEGUSINO;TREVISO;49.42
2003;SERNAGLIA DELLA BATTAGLIA;TREVISO;48.89
2003;SILEA;TREVISO;46.33
2003;SPRESIANO;TREVISO;45.37
2003;SUSEGANA;TREVISO;42.84
2003;TARZO;TREVISO;57.42
2003;TREVIGNANO;TREVISO;41.90
2003;TREVISO;TREVISO;55.12
2003;VALDOBBIADENE;TREVISO;58.63
2003;VAZZOLA;TREVISO;50.90
2003;VEDELAGO;TREVISO;44.02
2003;VIDOR;TREVISO;48.91
2003;VILLORBA;TREVISO;45.51
2003;VITTORIO VENETO;TREVISO;54.78
2003;VOLPAGO DEL MONTELLO;TREVISO;48.06
2003;ZENSON DI PIAVE;TREVISO;44.43
2003;ZERO BRANCO;TREVISO;44.02
2003;ANNONE VENETO;CITTA' METROPOLITANA DI VENEZIA;47.85
2003;CAMPAGNA LUPIA;CITTA' METROPOLITANA DI VENEZIA;39.02
2003;CAMPOLONGO MAGGIORE;CITTA' METROPOLITANA DI VENEZIA;40.45
2003;CAMPONOGARA;CITTA' METROPOLITANA DI VENEZIA;40.45
2003;CAORLE;CITTA' METROPOLITANA DI VENEZIA;45.97
2003;CAVARZERE;CITTA' METROPOLITANA DI VENEZIA;50.27
2003;CEGGIA;CITTA' METROPOLITANA DI VENEZIA;48.10
2003;CHIOGGIA;CITTA' METROPOLITANA DI VENEZIA;43.05
2003;CINTO CAOMAGGIORE;CITTA' METROPOLITANA DI VENEZIA;48.39
2003;CONA;CITTA' METROPOLITANA DI VENEZIA;44.62
2003;CONCORDIA SAGITTARIA;CITTA' METROPOLITANA DI VENEZIA;45.13
2003;DOLO;CITTA' METROPOLITANA DI VENEZIA;44.90
2003;ERACLEA;CITTA' METROPOLITANA DI VENEZIA;45.43
2003;FIESSO D'ARTICO;CITTA' METROPOLITANA DI VENEZIA;42.39
2003;FOSSALTA DI PIAVE;CITTA' METROPOLITANA DI VENEZIA;48.91
2003;FOSSALTA DI PORTOGRUARO;CITTA' METROPOLITANA DI VENEZIA;43.28
2003;FOSSO';CITTA' METROPOLITANA DI VENEZIA;40.54
2003;GRUARO;CITTA' METROPOLITANA DI VENEZIA;50.19
2003;IESOLO;CITTA' METROPOLITANA DI VENEZIA;44.85
2003;MARCON;CITTA' METROPOLITANA DI VENEZIA;37.60
2003;MARTELLAGO;CITTA' METROPOLITANA DI VENEZIA;40.95
2003;MEOLO;CITTA' METROPOLITANA DI VENEZIA;45.20
2003;MIRA;CITTA' METROPOLITANA DI VENEZIA;43.94
2003;MIRANO;CITTA' METROPOLITANA DI VENEZIA;46.02
2003;MUSILE DI PIAVE;CITTA' METROPOLITANA DI VENEZIA;47.92
2003;NOALE;CITTA' METROPOLITANA DI VENEZIA;43.65
2003;NOVENTA DI PIAVE;CITTA' METROPOLITANA DI VENEZIA;46.21
2003;PIANIGA;CITTA' METROPOLITANA DI VENEZIA;42.94
2003;PORTOGRUARO;CITTA' METROPOLITANA DI VENEZIA;47.80
2003;PRAMAGGIORE;CITTA' METROPOLITANA DI VENEZIA;42.31
2003;QUARTO D'ALTINO;CITTA' METROPOLITANA DI VENEZIA;43.40
2003;SALZANO;CITTA' METROPOLITANA DI VENEZIA;38.87
2003;SAN DONA' DI PIAVE;CITTA' METROPOLITANA DI VENEZIA;46.51
2003;SAN MICHELE AL TAGLIAMENTO;CITTA' METROPOLITANA DI VENEZIA;47.92
2003;SANTA MARIA DI SALA;CITTA' METROPOLITANA DI VENEZIA;40.08
2003;SANTO STINO DI LIVENZA;CITTA' METROPOLITANA DI VENEZIA;46.35
2003;SCORZE';CITTA' METROPOLITANA DI VENEZIA;40.96
2003;SPINEA;CITTA' METROPOLITANA DI VENEZIA;45.51
2003;STRA;CITTA' METROPOLITANA DI VENEZIA;42.44
2003;TEGLIO VENETO;CITTA' METROPOLITANA DI VENEZIA;51.20
2003;TORRE DI MOSTO;CITTA' METROPOLITANA DI VENEZIA;47.79
2003;VENEZIA;CITTA' METROPOLITANA DI VENEZIA;54.72
2003;VENEZIA;CITTA' METROPOLITANA DI VENEZIA;54.72
2003;VIGONOVO;CITTA' METROPOLITANA DI VENEZIA;38.08
2003;CAVALLINO TREPORTI;CITTA' METROPOLITANA DI VENEZIA;42.04
2003;ABANO TERME;PADOVA;45.78
2003;AGNA;PADOVA;50.33
2003;ALBIGNASEGO;PADOVA;41.01
2003;ANGUILLARA VENETA;PADOVA;49.21
2003;ARQUA' PETRARCA;PADOVA;42.30
2003;ARRE;PADOVA;53.30
2003;ARZERGRANDE;PADOVA;44.80
2003;BAGNOLI DI SOPRA;PADOVA;48.64
2003;BAONE;PADOVA;43.67
2003;BARBONA;PADOVA;54.56
2003;BATTAGLIA TERME;PADOVA;54.71
2003;BOARA PISANI;PADOVA;46.90
2003;BORGORICCO;PADOVA;46.90
2003;BOVOLENTA;PADOVA;44.45
2003;BRUGINE;PADOVA;40.37
2003;CADONEGHE;PADOVA;43.39
2003;CAMPODARSEGO;PADOVA;44.45
2003;CAMPODORO;PADOVA;44.83
2003;CAMPOSAMPIERO;PADOVA;47.02
2003;CAMPO SAN MARTINO;PADOVA;46.58
2003;CANDIANA;PADOVA;53.74
2003;CARCERI;PADOVA;55.46
2003;CARMIGNANO DI BRENTA;PADOVA;49.02
2003;CARTURA;PADOVA;46.47
2003;CASALE DI SCODOSIA;PADOVA;48.35
2003;CASALSERUGO;PADOVA;41.92
2003;CASTELBALDO;PADOVA;52.03
2003;CERVARESE SANTA CROCE;PADOVA;42.17
2003;CINTO EUGANEO;PADOVA;46.42
2003;CITTADELLA;PADOVA;48.84
2003;CODEVIGO;PADOVA;42.49
2003;CONSELVE;PADOVA;48.63
2003;CORREZZOLA;PADOVA;45.58
2003;CURTAROLO;PADOVA;45.49
2003;ESTE;PADOVA;50.74
2003;FONTANIVA;PADOVA;48.42
2003;GALLIERA VENETA;PADOVA;47.92
2003;GALZIGNANO TERME;PADOVA;47.64
2003;GAZZO;PADOVA;50.88
2003;GRANTORTO;PADOVA;46.05
2003;GRANZE;PADOVA;48.47
2003;LEGNARO;PADOVA;39.76
2003;LIMENA;PADOVA;45.17
2003;LOREGGIA;PADOVA;40.95
2003;LOZZO ATESTINO;PADOVA;49.03
2003;MASERA' DI PADOVA;PADOVA;40.96
2003;MASI;PADOVA;47.95
2003;MASSANZAGO;PADOVA;41.60
2003;MEGLIADINO SAN FIDENZIO;PADOVA;48.47
2003;MEGLIADINO SAN VITALE;PADOVA;52.48
2003;MERLARA;PADOVA;53.03
2003;MESTRINO;PADOVA;40.49
2003;MONSELICE;PADOVA;51.67
2003;MONTAGNANA;PADOVA;49.57
2003;MONTEGROTTO TERME;PADOVA;45.41
2003;NOVENTA PADOVANA;PADOVA;45.25
2003;OSPEDALETTO EUGANEO;PADOVA;45.32
2003;PADOVA;PADOVA;52.26
2003;PERNUMIA;PADOVA;47.74
2003;PIACENZA D'ADIGE;PADOVA;53.84
2003;PIAZZOLA SUL BRENTA;PADOVA;48.48
2003;PIOMBINO DESE;PADOVA;46.03
2003;PIOVE DI SACCO;PADOVA;45.17
2003;POLVERARA;PADOVA;42.78
2003;PONSO;PADOVA;46.86
2003;PONTELONGO;PADOVA;51.04
2003;PONTE SAN NICOLO';PADOVA;40.70
2003;POZZONOVO;PADOVA;47.27
2003;ROVOLON;PADOVA;43.20
2003;RUBANO;PADOVA;40.34
2003;SACCOLONGO;PADOVA;44.88
